Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xj6q,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xj6q-1-master.tif,21,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Armstrong, Sally|~|Tupac, Judy",,Lesbians $z California $z Los Angeles,zxx,,,,,,,Los Angeles/Valley Chapter Snapshot,1982,Rights.statementLocal: Photographer is unknown: orphan work?,,,1982,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xj77,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xj77-1-master.tif,22,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Collier, Ret",,Lesbians $z California $z Los Angeles,zxx,,,,,,,San Gabriel Valley Chapter Snapshot,1982,Rights.statementLocal: Photographer is unknown: orphan work?,,,1982,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xj8r,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xj8r-1-master.tif,23,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Collier, Ret|~|Anderson, Diane",,Lesbians $z California $z Los Angeles,zxx,,,,,,,San Gabriel Valley Chapter Snapshot,1982,Rights.statementLocal: Photographer is unknown: orphan work?,,,1982,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xj98,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xj98-1-master.tif,24,,,,,,,still image,,copyrighted,Y,published,Los Angeles (Calif.),,,"Mullen, Marge|~|Southern California Women for Understanding|~|Riddell, Myra|~|Doyle, Judi|~|Scarnagi, Renee|~|Christopher Street West Association|~|Prosser, Audrey|~|Ruby, Marty|~|Hargrove, Peggy|~|Simon, Robbi",,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles|~|Gay Pride Day,zxx,,,,,,,Collage Poster,1981,,,,1981,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkcs,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkcs-1-master.tif,25,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Lyon, Phyllis|~|Riddell, Myra|~|Martin, Del",,Lesbians $z California $z Los Angeles,zxx,,,,,,,Interview in Myra Ridell's Home,1982,Rights.statementLocal: Photographer is unknown: orphan work?,,,1982,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkd9,ark:/21198/zz0015xd58,2,Completed,ChildWork,,26,,,,,,,still image,,copyrighted,N,unknown,,,,"Costanza, Midge",,Lesbians $z California $z Los Angeles,zxx,,,,,,,Photograph of Midge Costanza,"May 5, 1977",Rights.statementLocal: Copyright is held by the White House. Need to obtain permission to publish.,,"Midge Costanza, Mistress of Ceremonies (Official White House Photograph)",1977-05-05,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkft,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkft-1-master.tif,27,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Lyon, Phyllis|~|Martin, Del|~|Daughters of Bilitis",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,,1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkgb,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkgb-1-master.tif,29,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Harvey, Jeri Ann",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,"Reverend Jeri Ann Harvey, Pastor, Metropolitan Community Church in Los Angeles",1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkhv,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkhv-1-master.tif,32,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Adam, Margie",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,"Margie Adam, entertaining as a personal tribute to Del and Phyllis",1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkjc,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkjc-1-master.tif,30,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Riddell, Myra",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,"Myra Riddell, Chair of SCWU",1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkkw,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkkw-1-master.tif,33,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Wolford, Susan",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,,1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkmd,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkmd-1-master.tif,31,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Price, Bo",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,"Bo Price, President of the Lesbian Caucus, National Women's Political Caucus",1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xknx,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xknx-1-master.tif,28,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Riddell, Myra|~|Costanza, Midge|~|Wolford, Susan|~|Gonzalez, Joyce",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,"Joyce Gonzalez in her white tux, chats with Midge. Susan begins to get ready at the podium; Larry Lyon, Chair of ACLU/GRC, is in foreground at the ACLU table.",1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkpf,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkpf-1-master.tif,35,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Deiter, Newt|~|Lachs, Steve",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,"Steve Lachs, just appointed the first openly gay judge, talks to Newt Deiter.",1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkqz,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkqz-1-master.tif,36,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Lyon, Phyllis|~|Martin, Del|~|Daughters of Bilitis|~|Price, Bo",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,Bo speaks,1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkrg,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkrg-1-master.tif,34,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Lyon, Phyllis|~|Martin, Del|~|Wachs, Joel|~|Daughters of Bilitis",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,"Joel Wachs, Los Angeles City Council, with Del and Phyllis",1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xks0,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xks0-1-master.tif,37,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,Southern California Women for Understanding,,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,"Far left, unknown; Bo Young, Sheldon Andelson, Dave Mixner, Peter Scott",1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkth,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkth-1-master.tif,38,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Faust, Judy|~|Kozlow, Bev",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,"Bev Kozlow, SIP Chair; behind the ""12"" sign is Judy Faust, Chair of the Social Committee. Don't know the women on the right.",1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkv1,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkv1-1-master.tif,39,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Riddell, Myra",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,Myra Kisses,1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkwj,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkwj-1-master.tif,40,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Mazer, June|~|MacCulloch, Bunny|~|Southern California Women for Understanding",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,"Gloria Allred and husband, NOWAdele & Mr. Starr, of Parents & Friends of GaysJudy & Pam2 reportersBonnie & Vern Bullough (Books on Women, Sex, etc.)|~|June Mazer & Bunny MacCulloch",1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkx2,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkx2-1-master.tif,41,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Lyon, Phyllis|~|Martin, Del|~|Daughters of Bilitis",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,Phyllis and Del,1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xkzk,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xkzk-1-master.tif,42,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Lyon, Phyllis|~|Martin, Del|~|Daughters of Bilitis|~|Price, Bo",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,Bo Price displays the print of Judy Chicago's that the National Women's Political Caucus awarded Phyllis and Del,1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xm0k,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xm0k-1-master.tif,43,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Lyon, Phyllis|~|Adam, Margie|~|Martin, Del|~|Costanza, Midge|~|Daughters of Bilitis|~|Price, Bo",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,"Midge, Shelly, Del, Phyllis, Bo, and Margie",1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xm13,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xm13-1-master.tif,44,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Bennett, Roberta|~|Abbitt, Diane",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,Bobbi Bennett and Diane Abbitt,1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xm2m,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xm2m-1-master.tif,45,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Daly, Jo",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,"Jo Daly, San Francisco Police Commissioner",1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xm34,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xm34-1-master.tif,46,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Wolford, Susan",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,Susan speaks,1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xm4n,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xm4n-1-master.tif,47,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Clark, Sylvia|~|Smiraga, Alex|~|Gonzalez, Joyce",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.|~|Alex Smiraga (Board, New Age); and from our own Board, Joyce Gonzalez, recording Secretary, and Sylvia Clark, Co-Chair of the PR Committee.",,,1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xm55,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xm55-1-master.tif,48,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"National Organization for Women|~|Southern California Women for Understanding|~|Phelps, Johnnie",,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,"Johnnie Phelps, printer of SCWU Newsletter and State Chair of NOWs Lesbian Rights Task Force",1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xm6p,ark:/21198/zz0015xd58,2,Completed,ChildWork,scwu/images/masters/21198-zz0015xm6p-1-master.tif,49,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,Southern California Women for Understanding,,Lesbians $z California $z Los Angeles,zxx,,,,,,,First Lesbian Rights Award Dinner,"September 15, 1979","Rights.statementLocal: Note in file suggests that creator could be Dianna Woolley, Joan Longdon, or Bunny MacCulloch. Contact information for Woolley is available in file.",,Judy S. and Pam; Judy is a Board Member and Chair of the Research Committee,1979-09-15,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z05x,ark:/21198/zz0015wwnt,2,Completed,ChildWork,,6,,,,,,,,,copyrighted,Y,published,Los Angeles (Calif.),,,"Southern California Women for Understanding|~|Collier, Ret|~|Adam, Margie|~|Riddell, Myra|~|Doyle, Judi|~|Muirhead, Barbara|~|Williamson, Cris|~|Kehoe, Chris|~|Bottini, Ivy|~|Alcoholism Center for Women|~|Strik, Margo|~|Near, Holly|~|Brooke, Aslan|~|Tillery, Linda|~|Dwyer, Sandy|~|Christian, Meg",,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,Southern California Women for Understanding,,,,,Eleventh Lesbian Rights Award Dinner - Dinner Program,"March 7, 1987",Rights.statementLocal: Copyright question re: advertisements in program.,,,1987-03-07,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z0jm,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z0jm-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z0k4,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z0k4-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z0mn,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z0mn-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z0n5,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z0n5-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z0pp,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z0pp-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z0q6,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z0q6-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z0rq,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z0rq-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z0s7,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z0s7-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z0tr,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z0tr-1-master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z0v8,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z0v8-1-master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z0ws,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z0ws-1-master.tif,11,,,,,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z0x9,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z0x9-1-master.tif,12,,,,,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z0zt,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z0zt-1-master.tif,13,,,,,,,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z10t,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z10t-1-master.tif,14,,,,,,,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z11b,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z11b-1-master.tif,15,,,,,,,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z12v,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z12v-1-master.tif,16,,,,,,,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z13c,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z13c-1-master.tif,17,,,,,,,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z14w,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z14w-1-master.tif,18,,,,,,,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z15d,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z15d-1-master.tif,19,,,,,,,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z16x,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z16x-1-master.tif,20,,,,,,,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z17f,ark:/21198/zz0015z05x,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z17f-1-master.tif,21,,,,,,,,,,,,,,,,,,,,,,,,,Page 21 - Program Insert,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z1m4,ark:/21198/zz0015wwnt,2,Completed,ChildWork,,7,,,,,,,,,copyrighted,Y,published,Los Angeles (Calif.),,,"MacCulloch, Bunny|~|Southern California Women for Understanding|~|Tyler, Robin|~|Berryhill Smith, Kay|~|Cowan, Geni|~|Callahan, Pat|~|Starr, Larry|~|Zimmerman, Bonnie|~|Starr, Adele|~|Conter, Connie",,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,Southern California Women for Understanding,,,,,Twelfth Lesbian Rights Award Dinner - Dinner Program,"March 12, 1988",Rights.statementLocal: Copyright question re: advertisements in program.,,,1988-03-12,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z1nn,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z1nn-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z1p5,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z1p5-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z1qp,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z1qp-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z1r6,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z1r6-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z1sq,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z1sq-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z1t7,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z1t7-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,
