Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Rights.servicesContact,Name.subject,Relation.isPartOf,Subject,Name.collector,Name.repository,Description.contents,Relation.box,Relation.subseries,Relation.file,Relation.series,Alt ID.local,Title,Date.creation,Description.note,Description.condition,Format.extent,Language,AltTitle.other,Description.abstract,Date.normalized,Opac url,Finding Aid URL,IIIF Manifest URL
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8gs,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbxg,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|4",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-071,"[Agreement], 1907 April 16",1907-04-16,"Agreement for 10 dance performances by Isadora Duncan under management of Direktion Vereinigter Künste between May 10 through 18. Signed by Fredrik Stenfelt, Stockholm, 19 April 1907, and Edward Gordon Craig, 16 April 1907.","Folded, with 2 holes punched along left center edges. Tear along left center, dt","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8gs/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8h9,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdc21,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|4",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-072,"[Agreement], 1907 January 31",1907-01-31,"Agreement for 8 dance performances by Isadora Duncan under management of Direktion Vereinigter Künste between March 10 - 17 and 24 and 31. Signed by Edward Gordon Craig for Direktion Vereinigter Künste and Willem Stumpff for De Algemeene Muziekhandel, Amsterdam, 31 January 1907.",Two holes punched along center left edges.,"Typescript, 2 pages, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8h9/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8jt,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdc42,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|4",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-073,"[Agreement], 1907 October 22",1907-10-22,"Agreement for dance performances by Isadora Duncan between January 15 - 28, 1907, in Amsterdam, Haag and Rotterdam. Signed by Willem Stumpff, Amsterdan, 22 October 1907, with note, ""Executed in Duplicate ..""|~|Performance dates are prior to the execution of the contract.","Folded, with 2 holes punched along left center edges.","Print, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8jt/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8kb,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdc63,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|4",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-074,"[Agreement], 1907 October 22",1907-10-22,"Agreement for 5 dance performances by Isadora Duncan under management of Direktion Vereinigter Künste between January 15 - 28, 1907 in Amsterdam, Haag and Rotterdam. With note, ""Executed in duplicate, Amsterdam, 22 October 1907.""|~|Performance dates are prior to the execution of the contract.",Folded.,"Print, 1 leaf (4 pages), folded, with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8kb/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8mv,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdc84,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|5",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-075,"[Standard agreement form for Direktion Vereinigter Künste], n.d.",no date,Blank agreement form used by Isadora Duncan's management company.,Folded.,Print.,ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8mv/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8nc,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdcd6,text,paged,,,,copyrighted,,,,,,,"13. Performance Contracts, 1906|~|5",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-076,"[Standard agreement form for Direktion Vereinigter Künste], n.d.",no date,Blank agreement form used by Isadora Duncan's management company.,Folded. Tears along right center edges.,Print.,ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8nc/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8pw,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdcj8,text,paged,,,,copyrighted,,,,,,,"10|~|05. Box Office Statements, undated",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-001,"[Box office statement], n.d.",no date,Cash accounting.,"Folded, with 2 holes punched along left center edge.","Manuscript, 1 leaf (1 page).",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8pw/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8qd,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdcks,text,paged,,,,copyrighted,,,,,,,"10|~|05. Box Office Statements, undated",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-001-02,"Volkotheater, n.d.",no date,"List of expenses from performance, no date.","Folded, with 2 holes punched on left.",,ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8qd/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8rx,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdcm9,text,paged,,,,copyrighted,,,,,,,"10|~|05. Box Office Statements, undated",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-002,"Kassen-Bericht, n.d.",no date,Cash accounting.,"Folded, with 3 holes punched along left center edge, torn through to edge. Holes along punched along upper center of statement. Tear along top edge at center fold. Several tears and folds along right edge. Tears along lower edge. Verso is taped together, with note, ""Dortmund.""","Print, leaf (1 page) with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8rx/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8sf,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdcnt,text,paged,,,,copyrighted,,,,,,,"10|~|05. Box Office Statements, undated",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-004,"Kassen-Rapport, n.d.",no date,Cash accounting.,"Folded, with 4 holes punched along horizontal fold.","Print, 1 leaf (1 page) with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8sf/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8tz,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdcpb,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-005,"Benachrichtigung, 1904 January 16",1904-01-16,"Notification, 16 January 1904, regarding an undelivered telegram to America due to an error in the address, the Post Office returns 1.05 Marks.",Two holes punched along left edge and 1 hole punched along upper left edge.,"Print, 1 leaf (2 pages), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8tz/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8vg,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdcrc,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-006,"Quittung, 1904 January 21",1904-01-21,"Receipt, January 21, 1904 for 1200 Marks to Miss Duncan for 2 performances, signed by representative [illegible] for Suddeutscher Bühnenverlag Mohr & Comp., Munich, 21 January 1904.","Folded, with 2 holes punched along left center edge.","Print, 1 leaf (1 page), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8vg/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8w0,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdcsw,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-007,"[Cash accounting?], 1904 February 16",1904-02-16,"Cash accounting for a performance by Isadora Duncan on February 21 prepared for Raymond Duncan, 16 February 1904, signed by [illegible] Wagner.","2 holes punched along left center edge, right torn (half-sheet).","Manuscript on half-sheet, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8w0/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8xh,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdctd,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-009,"Nachweistung, 1904 September",1904-09,"Proof of payment, dated Wednesday, 28 September(?) 1904.","Folded, with 2 holes punched along left center edge. Lower right corner torn away. Lower left corner torn and folded, with some paper loss too.","Print, 1 leaf (1 page), with manuscript anntations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8xh/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd8z1,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdcvx,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-011,"Kassen-Rapport, 1904 October",1904-10,"Cash accounting for guest performance by Isadora Duncan, dated Wednesday, 5 October 1904. Signed by M. Bayer for Stuttgarter Residenztheater.",,"Print, 1 leaf (1 page) with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd8z1/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd901,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdcwf,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-012,"Kassen-Rapport, 1904 November 15",1904-11-15,"Cash accounting for guest performance by Isadora Duncan, dated 15 November 1904.",Folded and generally wrinkled. With tears along upper edge. Right corner folded. Lower left corner folded.,"Print, 1 leaf (2 pages), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd901/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd91j,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdczg,text,paged,,,,copyrighted,,,,,,,"10|~|05. Box Office Statements, undated",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-013,"Kassen-Rapport, n.d.",no date,Cash accounting. Kassen-Rapport des Alten Stadttheaters,"Folded, with 4 holes along left edge. Vertical tear at upper center fold. Verso has several pieces of tape.","Print. 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd91j/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd922,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdd0g,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-014,"[Receipt for purchase of tickets by Verein zur Förderung der Kunst], 1904 December 29",1904-12-29,Receipt dated 29 December 1904 for 115 Marks.,"Half-sheet, folded, with stains and abrading in uppper left quadrant.","Typescript, 1 leaf (1 page, half-sheet), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd922/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd93k,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdd10,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-015,"Kassen-Rapport, 1904 December 9",1904-12-09,"Cash accounting for 4 performances by Isadora Duncan, dated 9 December 1904.","Folded, with 2 holes punched along left center edge. Tape repairs made on verso.","Print, 1 leaf (2 pages), with manuscript annotations on recto and verso.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd93k/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd943,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdd31,text,paged,,,,copyrighted,,,,,,,"7|~|02. Box Office Statements, 1905",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-017,"Kassen-Rapport, 1905 March 7",1905-03-07,"Cash accounting for guest appearance by Isadora Duncan, dated Tuesday, 7 March 1905.","Folded, with 4 holes punched along horizontal center fold. Vertical tear at center upper edge.","Print, 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd943/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd95m,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdd4j,text,paged,,,,copyrighted,,,,,,,"03. Box Office Statements, 1906|~|8",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-019,"Abrechnung, 1906 March",1906-03,Statement of account for performances by Isadora Duncan on 27 and 29 March 1906.,"Folded, with 2 holes punched along left center edge. Top and right edges torn and folded, with discoloration.","Print, 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd95m/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd964,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdd52,text,paged,,,,copyrighted,,,,,,,"03. Box Office Statements, 1906|~|8",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-020,"[Cash accounting], 1906 April 5",1906-04-05,"Cash accounting statement for performance by Isadora Duncan, Thursday, 5 April 1906, signed by [illegible], ""Administradeur.""","Folded, with 3 holes punched along left edge.  Folds along upper left edge and top right edge.","Print, 1 leaf (1 page), with manuscript annotations on recto and verso, signed.",dut,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd964/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd97n,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdd6k,text,paged,,,,copyrighted,,,,,,,"03. Box Office Statements, 1906|~|8",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-021,"[Cash accounting], 1906 April 6",1906-04-06,"Cash accounting for performance by Isadora Duncan, dated 6 April 1906, signed [illegible].","Folded, with 3 holes punched along left edge. Small tears and paper loss along upper edge. Lower left corner torn and folded.","Print, 1 leaf (2 pages), with manuscript annotations, signed.",dut,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd97n/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd985,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdd8m,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-023,"Rachunek, 1904 October 21",1904-10-21,"Reckoning of account for Filharmonii Warshauskiej, dated 21 October 1904. Stamped ""Kasa Filharmonii Warszawskiej"", dated 22 October(?) 1907 and signed [illegible].",Two holes punched along left center edges.,"Manuscript, 1 leaf (4 pages),folded, signed.",pol,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd985/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd99p,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdd94,text,paged,,,,copyrighted,,,,,,,"03. Box Office Statements, 1906|~|8",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-024,"Abrechung, 1906 December 24",1906-12-24,"Statement of costs, dated 24 December, for a performance by Isadora Duncan on 22 December.","Folded, with 2 holes punched along left center edges.","Typescript, 1 leaf (4 pages), folded, with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd99p/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hd9b6,ark:/21198/zz0008c2pw,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hddc5,text,paged,,,,copyrighted,,,,,,,"01. Box Office Statements, 1904-1905|~|6",1,1. Business Papers 1905-1907,,1. Isadora Duncan,002-025-01,"[Cash accounting], 1904 January 11",1904-01-11,"Cash accounting, dated 11 January, for a performance by Isadora Duncan.",Folded vertically through the center with 4 holes punched along center fold.,"Print, 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hd9b6/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddf6,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjc3,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"01.Box Office Statements, 1904-1905",1. Isadora Duncan,002-029-01,"Kassen-Rapport, 1904 April 19",1904-04-19,"Cash accounting report, dated Tuesday, 19 April 1904, for guest performance by Isadora Duncan.","Folded horizontally, with 4 holes punched along uperr and lower edges.","Print, 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddf6/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddgq,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjjp,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"01.Box Office Statements, 1904-1905",1. Isadora Duncan,002-033,[Seating chart],1904-01-01,Seating layout for Albert Halle.,"Half sheet, with 2 holes punched along lower edge. Paper loss in upper right corner. Paper loss on lower right edge. Brittle.",Print.,ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddgq/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddh7,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjmq,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"01.Box Office Statements, 1904-1905",1. Isadora Duncan,002-033-02,[Cash accounting of seats sold],[1904 January,Cash accounting of seats sold(?) for guest performance by Isadora Duncan.,"Half sheet, with 2 holes punched along lower edge.","Manuscript, 1 leaf (1 page).",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddh7/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddjr,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjn7,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"01.Box Office Statements, 1904-1905",1. Isadora Duncan,002-033-03,Prices arranged for Leipzig,1904-01-17,"Price list, 17 January 1904, for seats for Leipzig performance by Isadora Duncan.","Half sheet, with 2 holes punched along lower edge.","Manuscript, 1 leaf (1 page).",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddjr/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddk8,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjpr,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"01.Box Office Statements, 1904-1905",1. Isadora Duncan,002-034-01,"[Cash accounting], 1904 September 3",1904-09-03,"Cash accounting report, dated 3 September 1904, for guest performance by Isadora Duncan.","Half sheet, with 2 holes punched along left edge (upper hole torn through). With lower right corner torn away.","Print, 1 leaf (1 page) with manuscript annotations in pencil.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddk8/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddms,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdjq8,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"01.Box Office Statements, 1904-1905",1. Isadora Duncan,002-034-02,"[Cash accounting], 1904 September 5",1904-09-05,"Cash accounting report, dated 5 September 1904, for guest performance by Isadora Duncan.","Half sheet, with 2 holes punched along left edge (upper hole torn through and paper loss).","Print, 1 leaf (1 page) with manuscript annotations in ink.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hddms/manifest
