"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","Name.artist","Subject","Type.genre","Rights.permissionNote","Rights.permission","Name.copyrightHolder","Name.repository","Name.publisher","Name.subject","Name.contributor","Name.calligrapher","Name.photographer","Name.manufacturer","Name.donor","Name.creator","Title","Alt ID.collection","Alt ID.local","Date.creation","Date.normalized","Format.extent","Description.note","Relation.isPartOf","Relation.relatedTo","Coverage.geographic","Format.dimensions","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025m4n0","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025m4n0_1703963_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled"" by Unknown Artist","CSRC_MURALS_TOVAR_214.tif|~|Nancy Tovar Murals of East LA Collection","","1975","1975","1 slide","","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025m4n0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m4n0/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025m4ph","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025m4ph_1703966_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled"" by Unknown Artist","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_215.tif","1976","1976","1 slide","","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025m4ph","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m4ph/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025m4q1","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025m4q1_1703969_master.tif","","","","still image","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","East L.A. Mural","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_216.tif","1976","1976","1 slide","","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025m4q1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m4q1/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025m4rj","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025m4rj_1702993_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Pharmacy Villareal","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_072.tif","1975","1975","1 slide","Pharmacy Villareal","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025m4rj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m4rj/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025m4s2","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025m4s2_1703984_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","La 4 Milpas","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_217.tif","1977","1977","1 slide","Las 4 Milpas sign","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025m4s2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m4s2/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025m4tk","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025m4tk_1704075_master.tif","","","","still image","copyrighted","Ramirez, Arnold|~|Pelayo, Pedro|~|Butler, Bill","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","","Tovar, Nancy","","","Respect What You See","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_239.tif","1979","1979","1 slide","Brooklyn Hardware, exterior3734 Avenida Cesar Chavez (at Gage Ave.)Boyle Heights","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025m4tk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m4tk/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025m4v3","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025m4v3_1704072_master.tif","","","","still image","copyrighted","Pelayo, Pedro|~|Arenivar, Robert (American self-taught painter, muralist, and designer, ca. 1931-1985)|~|Butler, Bill","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Respect What You See","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_240.tif","1979","1979","1 slide","Mural located at 3734 Cesar E. Chavez Ave and Gage Ave. on the exterior of the Brooklyn Hardware store.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025m4v3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m4v3/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025m4wm","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025m4wm_1702996_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Pharmacy Villareal","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_073.tif","1975","1975","1 slide","Pharmacy Villareal","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025m4wm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m4wm/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025m4x4","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025m4x4_1703990_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled (Las 4 Milpas)"" by Unknown Artist","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_218.tif","1977","1977","1 slide","","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025m4x4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m4x4/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025m4zn","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025m4zn_1703854_master.tif","","","","still image","copyrighted","Cruz, Manuel (American muralist, sculptor, and painter, active 20th century)|~|Baca, Judith Francisca (Mexican-American installation artist and muralist, born 1946)|~|Barrio Artistas de Aztlan","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Y","UCLA Chicano Studies Research Center Library & Archive|~|Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Local History","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_206.tif","1974","1974","1 slide","Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by Artists: Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025m4zn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m4zn/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025m50n","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025m50n_1703777_master.tif","","","","still image","copyrighted","Cruz, Manuel (American muralist, sculptor, and painter, active 20th century)|~|Baca, Judith Francisca (Mexican-American installation artist and muralist, born 1946)|~|Barrio Artistas de Aztlan","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Local History","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_204.tif","1974","1974","1 slide","Mural was located on Mott Street between east 1st Street and east 2nd Street at St. Anne's Home for the Aged, operated by the Little Sisters of the Poor.Youth supervised by Artists: Judith Baca, Christina Schlesinger, Manuel Cruz, Sylvia Morales, Bernardo Saucedo, and Joe ""Pepe"" Hernadez.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025m50n","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025m50n/manifest"
