"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.PageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz000s25kz","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s25kz-1-master.tif","","","74","","","text","","","","","","Page 050","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s25kz"
"Picart (Bernard) Collection","ark:/21198/zz000s25mg","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s25mg-1-master.tif","","","75","","","text","","","","","","Page 051","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s25mg"
"Picart (Bernard) Collection","ark:/21198/zz000s25n0","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s25n0-1-master.tif","","","76","","","text","","","","","","Page 052","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s25n0"
"Picart (Bernard) Collection","ark:/21198/zz000s25ph","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s25ph-1-master.tif","","","77","","","text","","","","","","Page 053","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s25ph"
"Picart (Bernard) Collection","ark:/21198/zz000s25q1","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s25q1-1-master.tif","","","78","","","text","","","","","","Page 054","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s25q1"
"Picart (Bernard) Collection","ark:/21198/zz000s25rj","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s25rj-1-master.tif","","","79","","","text","","","","","","Page 055","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s25rj"
"Picart (Bernard) Collection","ark:/21198/zz000s25s2","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s25s2-1-master.tif","","","80","","","text","","","","","","Page 056","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s25s2"
"Picart (Bernard) Collection","ark:/21198/zz000s25tk","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s25tk-1-master.tif","","","81","","","text","","","","","","Page 056a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s25tk"
"Picart (Bernard) Collection","ark:/21198/zz000s25v3","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s25v3-1-master.tif","","","82","","","still image","","","","","","SOMMONACODOM.","v","","SOMMONACODOM.Autre representation de cette IDOLE.AUTRE.TALAPAT, parasol des TALAPOINS.","Page 056b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s25v3"
"Picart (Bernard) Collection","ark:/21198/zz000s25wm","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s25wm-1-master.tif","","","83","","","text","","","","","","Page 057","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s25wm"
"Picart (Bernard) Collection","ark:/21198/zz000s25x4","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s25x4-1-master.tif","","","84","","","text","","","","","","Page 058","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s25x4"
"Picart (Bernard) Collection","ark:/21198/zz000s25zn","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s25zn-1-master.tif","","","85","","","text","","","","","","Page 059","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s25zn"
"Picart (Bernard) Collection","ark:/21198/zz000s260n","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s260n-1-master.tif","","","86","","","text","","","","","","Page 060","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s260n"
"Picart (Bernard) Collection","ark:/21198/zz000s2615","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s2615-1-master.tif","","","87","","","text","","","","","","Page 060a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s2615"
"Picart (Bernard) Collection","ark:/21198/zz000s262p","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s262p-1-master.tif","","","88","","","still image","","","","","","COUVENT de TALAPOINS.","v","","COUVENT de TALAPOINS.PIERRES en forme de MITRE qu'on voit aupres des PAGODES.PARASOLS d'HONNEUR que le ROI de SIAM donne aux Sancrats.","Page 060b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s262p"
"Picart (Bernard) Collection","ark:/21198/zz000s2636","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s2636-1-master.tif","","","89","","","text","","","","","","Page 061","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s2636"
"Picart (Bernard) Collection","ark:/21198/zz000s264q","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s264q-1-master.tif","","","90","","","text","","","","","","Page 062","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s264q"
"Picart (Bernard) Collection","ark:/21198/zz000s28sh","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s28sh-1-master.tif","","","91","","","text","","","","","","Page 062a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s28sh"
"Picart (Bernard) Collection","ark:/21198/zz000s28t1","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s28t1-1-master.tif","","","92","","","still image","","","","","","SOMMONACODOM environné d'IDOLES, qui representent ses Disciples.","v","","SOMMONACODOM environné d'IDOLES, qui representent ses Disciples.Le Temple de BARKALAM à SIAMLa Lettre A. marque l'Edifice qui est proprement le TEMPLE de BARKALAM.B. est une autre Pagode.","Page 062b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s28t1"
"Picart (Bernard) Collection","ark:/21198/zz000s28vj","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s28vj-1-master.tif","","","93","","","still image","","","","","","Espece de tableau qui est enveneration chez les Siamois, et ressemble peut etre aux Tabulæ Votivæ.","r","","Espece de tableau qui est enveneration chez les Siamois, et ressemble peut etre aux Tabulæ Votivæ.autres Idoles des Siamois.Le Temple de BARKALAM à SIAMLa Lettre A. marque l'Edifice qui est proprement le TEMPLE de BARKALAM.B. est une autre Pagode.","Page 062c","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s28vj"
"Picart (Bernard) Collection","ark:/21198/zz000s28w2","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s28w2-1-master.tif","","","94","","","text","","","","","","Page 062d","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s28w2"
"Picart (Bernard) Collection","ark:/21198/zz000s28xk","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s28xk-1-master.tif","","","95","","","text","","","","","","Page 062e","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s28xk"
"Picart (Bernard) Collection","ark:/21198/zz000s28z3","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s28z3-1-master.tif","","","96","","","still image","","","","","","Piramides de plusieurs façons, que l'on voit à SIAM autour des PAGODES.","v","","Piramides de plusieurs façons, que l'on voit à SIAM autour des PAGODES.","Page 062f","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s28z3"
"Picart (Bernard) Collection","ark:/21198/zz000s2903","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s2903-1-master.tif","","","97","","","text","","","","","","Page 063","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s2903"
"Picart (Bernard) Collection","ark:/21198/zz000s291m","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s291m-1-master.tif","","","98","","","text","","","","","","Page 064","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s291m"
"Picart (Bernard) Collection","ark:/21198/zz000s2924","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s2924-1-master.tif","","","99","","","text","","","","","","Page 065","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s2924"
"Picart (Bernard) Collection","ark:/21198/zz000s293n","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s293n-1-master.tif","","","100","","","text","","","","","","Page 066","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s293n"
"Picart (Bernard) Collection","ark:/21198/zz000s2945","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s2945-1-master.tif","","","101","","","text","","","","","","Page 067","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s2945"
"Picart (Bernard) Collection","ark:/21198/zz000s295p","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s295p-1-master.tif","","","102","","","text","","","","","","Page 068","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s295p"
"Picart (Bernard) Collection","ark:/21198/zz000s2966","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s2966-1-master.tif","","","103","","","text","","","","","","Page 069","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s2966"
"Picart (Bernard) Collection","ark:/21198/zz000s297q","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s297q-1-master.tif","","","104","","","text","","","","","","Page 070","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s297q"
"Picart (Bernard) Collection","ark:/21198/zz000s2987","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s2987-1-master.tif","","","105","","","text","","","","","","Page 071","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s2987"
"Picart (Bernard) Collection","ark:/21198/zz000s299r","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s299r-1-master.tif","","","106","","","text","","","","","","Page 072","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s299r"
"Picart (Bernard) Collection","ark:/21198/zz000s29b8","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s29b8-1-master.tif","","","107","","","text","","","","","","Page 073","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s29b8"
"Picart (Bernard) Collection","ark:/21198/zz000s29cs","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s29cs-1-master.tif","","","108","","","text","","","","","","Page 074","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s29cs"
"Picart (Bernard) Collection","ark:/21198/zz000s29d9","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s29d9-1-master.tif","","","109","","","text","","","","","","Page 075","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s29d9"
"Picart (Bernard) Collection","ark:/21198/zz000s29ft","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s29ft-1-master.tif","","","110","","","text","","","","","","Page 076","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s29ft"
"Picart (Bernard) Collection","ark:/21198/zz000s29gb","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s29gb-1-master.tif","","","111","","","text","","","","","","Page 077","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s29gb"
"Picart (Bernard) Collection","ark:/21198/zz000s29hv","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s29hv-1-master.tif","","","112","","","text","","","","","","Page 078","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s29hv"
"Picart (Bernard) Collection","ark:/21198/zz000s29jc","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s29jc-1-master.tif","","","113","","","text","","","","","","Page 079","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s29jc"
"Picart (Bernard) Collection","ark:/21198/zz000s29kw","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s29kw-1-master.tif","","","114","","","text","","","","","","Page 080","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s29kw"
"Picart (Bernard) Collection","ark:/21198/zz000s29md","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s29md-1-master.tif","","","115","","","text","","","","","","Page 081","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s29md"
"Picart (Bernard) Collection","ark:/21198/zz000s29nx","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s29nx-1-master.tif","","","116","","","text","","","","","","Page 082","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s29nx"
"Picart (Bernard) Collection","ark:/21198/zz000s29pf","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s29pf-1-master.tif","","","117","","","text","","","","","","Page 083 (image error)","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s29pf"
"Picart (Bernard) Collection","ark:/21198/zz000s29qz","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s29qz-1-master.tif","","","118","","","text","","","","","","Page 084","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s29qz"
"Picart (Bernard) Collection","ark:/21198/zz000s29rg","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s29rg-1-master.tif","","","119","","","text","","","","","","Page 085","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s29rg"
"Picart (Bernard) Collection","ark:/21198/zz000s29s0","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s29s0-1-master.tif","","","120","","","text","","","","","","Page 086","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s29s0"
"Picart (Bernard) Collection","ark:/21198/zz000s4wcw","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000s4wcw-1-master.tif","","","121","","","text","","","","","","Page 087","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s4wcw"
