Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmsf,Page,ethiopian/masters/21198-zz001hcmsf_1306698_master.tif,Ms. 36_196,,,196,Page 196,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|ወንጌል|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 22,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmsf,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmtz,Page,ethiopian/masters/21198-zz001hcmtz_1306701_master.tif,Ms. 36_197,,,197,Page 197,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 22,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmtz,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmvg,Page,ethiopian/masters/21198-zz001hcmvg_1306704_master.tif,Ms. 36_198,,,198,Page 198,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 22,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmvg,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmw0,Page,ethiopian/masters/21198-zz001hcmw0_1306707_master.tif,Ms. 36_199,,,199,Page 199,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 22,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmw0,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmxh,Page,ethiopian/masters/21198-zz001hcmxh_1306710_master.tif,Ms. 36_200,,,200,Page 200,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 22,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmxh,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcmz1,Page,ethiopian/masters/21198-zz001hcmz1_1306713_master.tif,Ms. 36_201,,,201,Page 201,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 22,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcmz1,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcn01,Page,ethiopian/masters/21198-zz001hcn01_1306716_master.tif,Ms. 36_202,,,202,Page 202,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 22,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcn01,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcn1j,Page,ethiopian/masters/21198-zz001hcn1j_1306719_master.tif,Ms. 36_203,,,203,Page 203,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 22,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcn1j,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcn22,Page,ethiopian/masters/21198-zz001hcn22_1306722_master.tif,Ms. 36_204,,,204,Page 204,,,pd,,gez,,ወንጌል|~|መጻሕፍተ ሐዲሳት|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 22,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcn22,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcn3k,Page,ethiopian/masters/21198-zz001hcn3k_1306725_master.tif,Ms. 36_205,,,205,Page 205,,,pd,,gez,,,,,Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Scribbling.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcn3k,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcn43,Page,ethiopian/masters/21198-zz001hcn43_1306728_master.tif,Ms. 36_206,,,206,Page 206,,,pd,,gez,,,,,Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Scribbling.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcn43,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcn5m,Page,ethiopian/masters/21198-zz001hcn5m_1306731_master.tif,Ms. 36_207,,,207,Page 207,,,pd,,gez,,,,,Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Scribbling.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcn5m,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcn64,Page,ethiopian/masters/21198-zz001hcn64_1306734_master.tif,Ms. 36_208,,,208,Page 208,,,pd,,gez,,,,,Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Scribbling.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcn64,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcd15,Page,ethiopian/masters/21198-zz001hcd15_2402469_master.tif,Ms. 36_cvr,,,209,Front cover,,,pd,,,,,,,Ethiopia,19th c.,1800/1899,1 Item,142 mm x 100 mm,Wooden board and red leather,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcd15,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcn7n,Page,,Ms. 36_backcvr,,,210,Back cover,,,pd,,,,,,,Ethiopia,19th c.,1800/1899,1 Item,142 mm x 100 mm,Wooden board,,,,,,,,,,,missing,,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz002kdxz1,Page,ethiopian/masters/21198-zz002kdxz1_2402472_master.tif,,,,211,"[Ms. 36, Photograph 1]",,,pd,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kdxz1,
