Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Rights.copyrightStatus,Language,Description.note,Date.normalized,Date.creation,Title,Alt ID.local
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg34/zr08jf0d,ark:/21198/zz002gcg34,,,Page,satellite/image/Shandong_DS1108-1054DA029_29_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg4n/72331w1g,ark:/21198/zz002gcg4n,,,Page,satellite/image/Shandong_DS1108-1054DA030_30_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg4n/7c90pf0m,ark:/21198/zz002gcg4n,,,Page,satellite/image/Shandong_DS1108-1054DA030_30_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg4n/bj002h35,ark:/21198/zz002gcg4n,,,Page,satellite/image/Shandong_DS1108-1054DA030_30_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg4n/dc80g89j,ark:/21198/zz002gcg4n,,,Page,satellite/image/Shandong_DS1108-1054DA030_30_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg55/12526g3r,ark:/21198/zz002gcg55,,,Page,satellite/image/Shandong_DS1108-1054DA031_31_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg55/1833z225,ark:/21198/zz002gcg55,,,Page,satellite/image/Shandong_DS1108-1054DA031_31_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg55/mp70gp66,ark:/21198/zz002gcg55,,,Page,satellite/image/Shandong_DS1108-1054DA031_31_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg55/x961n176,ark:/21198/zz002gcg55,,,Page,satellite/image/Shandong_DS1108-1054DA031_31_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg6p/h593kj6j,ark:/21198/zz002gcg6p,,,Page,satellite/image/Shandong_DS1108-1054DA032_32_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg6p/k019hd28,ark:/21198/zz002gcg6p,,,Page,satellite/image/Shandong_DS1108-1054DA032_32_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg6p/rj96d38b,ark:/21198/zz002gcg6p,,,Page,satellite/image/Shandong_DS1108-1054DA032_32_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg6p/tm373m13,ark:/21198/zz002gcg6p,,,Page,satellite/image/Shandong_DS1108-1054DA032_32_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg76/2g33v74w,ark:/21198/zz002gcg76,,,Page,satellite/image/Shandong_DS1108-1054DA033_33_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg76/h235kf5g,ark:/21198/zz002gcg76,,,Page,satellite/image/Shandong_DS1108-1054DA033_33_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg76/p164gp3p,ark:/21198/zz002gcg76,,,Page,satellite/image/Shandong_DS1108-1054DA033_33_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg76/v0919z8q,ark:/21198/zz002gcg76,,,Page,satellite/image/Shandong_DS1108-1054DA033_33_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg8q/8s73m591,ark:/21198/zz002gcg8q,,,Page,satellite/image/Shandong_DS1108-1054DF023_23_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg8q/jg69dx3c,ark:/21198/zz002gcg8q,,,Page,satellite/image/Shandong_DS1108-1054DF023_23_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg8q/sh37kd5w,ark:/21198/zz002gcg8q,,,Page,satellite/image/Shandong_DS1108-1054DF023_23_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg8q/sx40473b,ark:/21198/zz002gcg8q,,,Page,satellite/image/Shandong_DS1108-1054DF023_23_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg97/3g785h50,ark:/21198/zz002gcg97,,,Page,satellite/image/Shandong_DS1108-1054DF024_24_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg97/b3565k3f,ark:/21198/zz002gcg97,,,Page,satellite/image/Shandong_DS1108-1054DF024_24_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg97/gk58th6t,ark:/21198/zz002gcg97,,,Page,satellite/image/Shandong_DS1108-1054DF024_24_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcg97/r358wh2d,ark:/21198/zz002gcg97,,,Page,satellite/image/Shandong_DS1108-1054DF024_24_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgbr/hc060f63,ark:/21198/zz002gcgbr,,,Page,satellite/image/Shandong_DS1108-1054DF025_25_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgbr/pb15hz16,ark:/21198/zz002gcgbr,,,Page,satellite/image/Shandong_DS1108-1054DF025_25_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgbr/wc78h850,ark:/21198/zz002gcgbr,,,Page,satellite/image/Shandong_DS1108-1054DF025_25_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgbr/xp426r8n,ark:/21198/zz002gcgbr,,,Page,satellite/image/Shandong_DS1108-1054DF025_25_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgc8/7r38mm4s,ark:/21198/zz002gcgc8,,,Page,satellite/image/Shandong_DS1108-1054DF026_26_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgc8/d769qg84,ark:/21198/zz002gcgc8,,,Page,satellite/image/Shandong_DS1108-1054DF026_26_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgc8/qs53f67t,ark:/21198/zz002gcgc8,,,Page,satellite/image/Shandong_DS1108-1054DF026_26_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgc8/tc23cx9k,ark:/21198/zz002gcgc8,,,Page,satellite/image/Shandong_DS1108-1054DF026_26_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgds/k536hp61,ark:/21198/zz002gcgds,,,Page,satellite/image/Shandong_DS1108-1054DF027_27_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgds/md23c31q,ark:/21198/zz002gcgds,,,Page,satellite/image/Shandong_DS1108-1054DF027_27_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgds/ms12kt1g,ark:/21198/zz002gcgds,,,Page,satellite/image/Shandong_DS1108-1054DF027_27_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgds/q548wq7r,ark:/21198/zz002gcgds,,,Page,satellite/image/Shandong_DS1108-1054DF027_27_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgf9/3v36tt19,ark:/21198/zz002gcgf9,,,Page,satellite/image/Shandong_DS1108-2151DF136_136_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgf9/m5136s68,ark:/21198/zz002gcgf9,,,Page,satellite/image/Shandong_DS1108-2151DF136_136_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgf9/qm45jx0t,ark:/21198/zz002gcgf9,,,Page,satellite/image/Shandong_DS1108-2151DF136_136_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgf9/v541qz0x,ark:/21198/zz002gcgf9,,,Page,satellite/image/Shandong_DS1108-2151DF136_136_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcggt/5b49pw5j,ark:/21198/zz002gcggt,,,Page,satellite/image/Shandong_DS1108-2167DF096_96_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcggt/5b78570x,ark:/21198/zz002gcggt,,,Page,satellite/image/Shandong_DS1108-2167DF096_96_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcggt/gh73ds62,ark:/21198/zz002gcggt,,,Page,satellite/image/Shandong_DS1108-2167DF096_96_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcggt/k0072x0n,ark:/21198/zz002gcggt,,,Page,satellite/image/Shandong_DS1108-2167DF096_96_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcghb/2s61h24w,ark:/21198/zz002gcghb,,,Page,satellite/image/Shandong_DS1108-2167DF097_97_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcghb/3k90qd5c,ark:/21198/zz002gcghb,,,Page,satellite/image/Shandong_DS1108-2167DF097_97_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcghb/4682hg8p,ark:/21198/zz002gcghb,,,Page,satellite/image/Shandong_DS1108-2167DF097_97_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcghb/5q63t69b,ark:/21198/zz002gcghb,,,Page,satellite/image/Shandong_DS1108-2167DF097_97_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgjv/2838sk5k,ark:/21198/zz002gcgjv,,,Page,satellite/image/Shandong_DS1108-2167DF098_98_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgjv/cf38269x,ark:/21198/zz002gcgjv,,,Page,satellite/image/Shandong_DS1108-2167DF098_98_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgjv/wd39vw8f,ark:/21198/zz002gcgjv,,,Page,satellite/image/Shandong_DS1108-2167DF098_98_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgjv/wq257q37,ark:/21198/zz002gcgjv,,,Page,satellite/image/Shandong_DS1108-2167DF098_98_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgkc/4398d40h,ark:/21198/zz002gcgkc,,,Page,satellite/image/Shandong_DS1110-1070DF019_19_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgkc/gk628p69,ark:/21198/zz002gcgkc,,,Page,satellite/image/Shandong_DS1110-1070DF019_19_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgkc/rd384p1q,ark:/21198/zz002gcgkc,,,Page,satellite/image/Shandong_DS1110-1070DF019_19_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgkc/vw76hq94,ark:/21198/zz002gcgkc,,,Page,satellite/image/Shandong_DS1110-1070DF019_19_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgmw/3963fp8z,ark:/21198/zz002gcgmw,,,Page,satellite/image/Shandong_DS1110-2232DA111_111_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgmw/5z129d0h,ark:/21198/zz002gcgmw,,,Page,satellite/image/Shandong_DS1110-2232DA111_111_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgmw/7778kz50,ark:/21198/zz002gcgmw,,,Page,satellite/image/Shandong_DS1110-2232DA111_111_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgmw/jb337427,ark:/21198/zz002gcgmw,,,Page,satellite/image/Shandong_DS1110-2232DA111_111_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgnd/4d39qp7k,ark:/21198/zz002gcgnd,,,Page,satellite/image/Shandong_DS1112-1054DA100_100_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgnd/8528ds9n,ark:/21198/zz002gcgnd,,,Page,satellite/image/Shandong_DS1112-1054DA100_100_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgnd/c733ff5q,ark:/21198/zz002gcgnd,,,Page,satellite/image/Shandong_DS1112-1054DA100_100_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgnd/vg57qx33,ark:/21198/zz002gcgnd,,,Page,satellite/image/Shandong_DS1112-1054DA100_100_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgpx/9s69v90s,ark:/21198/zz002gcgpx,,,Page,satellite/image/Shandong_DS1112-1054DA101_101_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgpx/gz85ns3k,ark:/21198/zz002gcgpx,,,Page,satellite/image/Shandong_DS1112-1054DA101_101_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgpx/nk08cm97,ark:/21198/zz002gcgpx,,,Page,satellite/image/Shandong_DS1112-1054DA101_101_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgpx/q849990r,ark:/21198/zz002gcgpx,,,Page,satellite/image/Shandong_DS1112-1054DA101_101_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgqf/5x518w1q,ark:/21198/zz002gcgqf,,,Page,satellite/image/Shandong_DS1112-1054DA102_102_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgqf/mm82d39p,ark:/21198/zz002gcgqf,,,Page,satellite/image/Shandong_DS1112-1054DA102_102_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgqf/qm49085f,ark:/21198/zz002gcgqf,,,Page,satellite/image/Shandong_DS1112-1054DA102_102_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgqf/x466jh9f,ark:/21198/zz002gcgqf,,,Page,satellite/image/Shandong_DS1112-1054DA102_102_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgrz/2n12kr5n,ark:/21198/zz002gcgrz,,,Page,satellite/image/Shandong_DS1112-1054DF094_94_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgrz/bm18s23h,ark:/21198/zz002gcgrz,,,Page,satellite/image/Shandong_DS1112-1054DF094_94_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgrz/j092rc21,ark:/21198/zz002gcgrz,,,Page,satellite/image/Shandong_DS1112-1054DF094_94_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgrz/mz22x643,ark:/21198/zz002gcgrz,,,Page,satellite/image/Shandong_DS1112-1054DF094_94_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgsg/3q09vh90,ark:/21198/zz002gcgsg,,,Page,satellite/image/Shandong_DS1112-1054DF095_95_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgsg/6b507r7w,ark:/21198/zz002gcgsg,,,Page,satellite/image/Shandong_DS1112-1054DF095_95_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgsg/8p56tj6b,ark:/21198/zz002gcgsg,,,Page,satellite/image/Shandong_DS1112-1054DF095_95_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgsg/k834fz82,ark:/21198/zz002gcgsg,,,Page,satellite/image/Shandong_DS1112-1054DF095_95_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgt0/8z090x7d,ark:/21198/zz002gcgt0,,,Page,satellite/image/Shandong_DS1112-1054DF096_96_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgt0/cb39qp5d,ark:/21198/zz002gcgt0,,,Page,satellite/image/Shandong_DS1112-1054DF096_96_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgt0/hr22gp2w,ark:/21198/zz002gcgt0,,,Page,satellite/image/Shandong_DS1112-1054DF096_96_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgt0/n6297459,ark:/21198/zz002gcgt0,,,Page,satellite/image/Shandong_DS1112-1054DF096_96_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgvh/34375d5r,ark:/21198/zz002gcgvh,,,Page,satellite/image/Shandong_DS1112-1054DF097_97_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgvh/c621c541,ark:/21198/zz002gcgvh,,,Page,satellite/image/Shandong_DS1112-1054DF097_97_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgvh/r405v670,ark:/21198/zz002gcgvh,,,Page,satellite/image/Shandong_DS1112-1054DF097_97_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgvh/wz80cx4s,ark:/21198/zz002gcgvh,,,Page,satellite/image/Shandong_DS1112-1054DF097_97_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgw1/7z88s95q,ark:/21198/zz002gcgw1,,,Page,satellite/image/Shandong_DS1112-1070DF164_164_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgw1/jv44z68t,ark:/21198/zz002gcgw1,,,Page,satellite/image/Shandong_DS1112-1070DF164_164_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgw1/ts11z518,ark:/21198/zz002gcgw1,,,Page,satellite/image/Shandong_DS1112-1070DF164_164_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgw1/v383cn9w,ark:/21198/zz002gcgw1,,,Page,satellite/image/Shandong_DS1112-1070DF164_164_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgxj/g060529q,ark:/21198/zz002gcgxj,,,Page,satellite/image/Shandong_DS1112-1070DF165_165_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgxj/n042qq0b,ark:/21198/zz002gcgxj,,,Page,satellite/image/Shandong_DS1112-1070DF165_165_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgxj/n4150s41,ark:/21198/zz002gcgxj,,,Page,satellite/image/Shandong_DS1112-1070DF165_165_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgxj/zd47tp5w,ark:/21198/zz002gcgxj,,,Page,satellite/image/Shandong_DS1112-1070DF165_165_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgz2/2k26fb2r,ark:/21198/zz002gcgz2,,,Page,satellite/image/Shandong_DS1112-2167DA035_35_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgz2/c340xs3w,ark:/21198/zz002gcgz2,,,Page,satellite/image/Shandong_DS1112-2167DA035_35_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgz2/pr075s7j,ark:/21198/zz002gcgz2,,,Page,satellite/image/Shandong_DS1112-2167DA035_35_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gcgz2/sp76g15q,ark:/21198/zz002gcgz2,,,Page,satellite/image/Shandong_DS1112-2167DA035_35_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch02/h4469g77,ark:/21198/zz002gch02,,,Page,satellite/image/Shandong_DS1112-2167DA036_36_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch02/m981tn9z,ark:/21198/zz002gch02,,,Page,satellite/image/Shandong_DS1112-2167DA036_36_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch02/p328j854,ark:/21198/zz002gch02,,,Page,satellite/image/Shandong_DS1112-2167DA036_36_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch02/sr43bt7m,ark:/21198/zz002gch02,,,Page,satellite/image/Shandong_DS1112-2167DA036_36_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch1k/1z245b89,ark:/21198/zz002gch1k,,,Page,satellite/image/Shandong_DS1112-2232DA123_123_c.tif,3,,,,,,,,,,Page 3,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch1k/2x86m47j,ark:/21198/zz002gch1k,,,Page,satellite/image/Shandong_DS1112-2232DA123_123_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch1k/8d604700,ark:/21198/zz002gch1k,,,Page,satellite/image/Shandong_DS1112-2232DA123_123_b.tif,2,,,,,,,,,,Page 2,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch1k/8s34pj2g,ark:/21198/zz002gch1k,,,Page,satellite/image/Shandong_DS1112-2232DA123_123_d.tif,4,,,,,,,,,,Page 4,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch23/bv902h5h,ark:/21198/zz002gch23,,,Page,satellite/image/Shandong_DS1112-2264DA020_20_a.tif,1,,,,,,,,,,Page 1,
UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s,ark:/21198/zz002gch23/j510d14b,ark:/21198/zz002gch23,,,Page,satellite/image/Shandong_DS1112-2264DA020_20_c.tif,3,,,,,,,,,,Page 3,
